12589.25	10.335880201584999
11885.04	10.335879911011949
11220.19	10.33587969062987
10592.56	10.335879436761372
10000.	10.335879172553735
9440.606	10.335878891711078
8912.53	10.33587859471963
8413.95	10.335878279822255
7943.284	10.335877946675796
7498.942	10.335877593887961
7079.457	10.335877220166223
6683.455	10.335876824702284
6309.586	10.335876405896476
5956.636	10.3358759628727
5623.426	10.335875495050635
5308.843	10.33587499637496
5011.873	10.335874471000661
4731.512	10.335873916560576
4466.837	10.335873328994547
4216.965	10.33587270746057
3981.071	10.335872050320786
3758.375	10.335871356731088
3548.141	10.335870623421679
3349.663	10.33586984998155
3162.285	10.335869032288267
2985.382	10.335868178123942
2818.396	10.335867263585023
2660.725	10.3358663048851
2511.887	10.335865299747532
2371.374	10.335864244249644
2238.721	10.335863143654828
2113.489	10.335861982232013
1995.262	10.335860760741632
1883.65	10.335859489667733
1778.279	10.335858171144682
1678.808	10.335856806711242
1584.893	10.335855401026624
1496.235	10.335853951278416
1412.538	10.335852376544603
1333.521	10.335850794875922
1258.929	10.335849435529893
1188.502	10.335847694831035
1122.018	10.335846336614104
1059.254	10.335844893103843
1000.	10.335843441955445
944.0607	10.335841432010449
891.253	10.335842199356499
841.3969	10.335839165453413
794.3284	10.335837541614453
749.8942	10.33583836933889
707.9456	10.33583775405414
668.344	10.335837987079772
630.9573	10.335838618071325
595.6623	10.33583986800635
562.3413	10.335841806163694
530.8843	10.335844540786459
501.1873	10.33584815989203
473.1523	10.335852782798812
446.6847	10.335858449694367
421.6965	10.335865179704228
398.1071	10.335872981632317
375.8391	10.33588180443362
354.8134	10.335891122927215
334.9655	10.33590072609568
316.2278	10.335909872466694
298.5382	10.33591742677355
281.8383	10.33592139479312
266.0725	10.335920485903447
251.1887	10.335910521776931
237.1374	10.335887441863534
223.8727	10.335846815746832
211.3489	10.33577913680633
199.5262	10.335674463438748
188.3658	10.335520442461268
177.8279	10.33530031898719
167.8804	10.33499212448443
158.4893	10.33456869058483
149.6236	10.333995300660092
141.2538	10.33322604092966
133.3521	10.332213385771224
125.8925	10.330903880589211
118.8505	10.32919483789956
112.2021	10.32702258671779
105.9254	10.324268708038579
100.	10.320799364088959
94.40609	10.316491252118201
89.12511	10.31117905344953
84.1395	10.304688231467827
79.43282	10.296829905642971
74.98942	10.287403880578191
70.79458	10.276204265085585
66.8344	10.263025759169164
63.09573	10.247671707825768
59.56636	10.2299647447045
56.23413	10.209752852109531
53.08845	10.186928872802339
50.11873	10.161432923195937
47.31512	10.133266400818465
44.66836	10.10249929857137
42.16965	10.069274048933961
39.81072	10.033807298169332
37.58374	9.99638545303952
35.48133	9.957356994397678
33.49654	9.917119487795366
31.62278	9.876101566329229
29.85389	9.834745549748504
28.18383	9.793479741343708
26.60725	9.752712768770504
25.11886	9.712803580698882
23.71374	9.674056872215798
22.38721	9.636715085577935
21.13489	9.600963016186462
19.95262	9.566932295240736
18.83649	9.53471451892801
17.78279	9.50437488844818
16.78804	9.475966626052331
15.84893	9.449539830500484
14.96235	9.425147964417189
14.12541	9.402846241389417
13.33521	9.382683191325967
12.58925	9.364703489570253
11.88502	9.348906891612947
11.22018	9.335277553812741
10.59254	9.323733194922621
10.	9.314167281090436
8.912509	9.300213445604165
7.943287	9.291805583579235
7.079464	9.28707898850067
6.309576	9.284464566557105
5.623413	9.282829758550953
5.011872	9.281487341809646
4.466839	9.28005539182286
3.981072	9.278277757191564
3.548136	9.275914169357124
3.162278	9.272601482296771
2.818383	9.267906858368692
2.511888	9.261021493453057
2.371377	9.256528233722118
2.238722	9.251092695702223
2.113489	9.24459492345813
1.995263	9.236853642208743
1.88365	9.227691058792225
1.778279	9.21692113574198
1.678806	9.204363096988489
1.584893	9.189848113470388
1.496236	9.173234844474306
1.412538	9.154420537187976
1.333521	9.133358026532743
1.258927	9.110067454237159
1.188502	9.084654964822501
1.122019	9.057323291020346
1.059254	9.02836708895266
1.	8.998176001185183
0.9440617	8.967204150738525
0.891251	8.935933457173483
0.8413955	8.904813741867045
0.7943284	8.874188235762318
0.7498942	8.84422833531937
0.7079459	8.814865333585216
0.6683444	8.785788377776793
0.6309577	8.756494597507677
0.5956623	8.726425787940803
0.5623413	8.694903954241786
0.5308846	8.661621948742255
0.5011872	8.626481463397987
0.4731517	8.589769919866292
0.4466837	8.552007844189681
0.4216965	8.513869005860391
0.3981073	8.47643886723447
0.3758374	8.440621035877975
0.3548135	8.407119936947074
0.3349657	8.376415966381083
0.3162279	8.348481457682205
0.2985383	8.32270961847237
0.2818383	8.297961070685206
0.2660725	8.273019174715417
0.2511887	8.2477404717329
0.2371376	8.22517042432411
0.2238722	8.214374016994647
0.2113489	8.232150556587055
0.1995262	8.29838960941217
0.1883649	8.41707177791899
0.1778279	8.54309955288999
0.1678806	8.564480504935537
0.1584893	8.350942027118611
0.1496236	7.856462574706277
0.1412538	7.179805996840921
0.1333521	6.478285123444526
0.1258925	5.91740051888057
0.1188502	5.411346749143182
0.1122018	5.002663625081221
0.1059253	4.796798648409017
0.1	4.675082978446871
0.09440609	4.568812967988728
0.0891251	4.482477474750473
0.0841395	4.405267057423581
0.07943282	4.334953134746314
0.07498942	4.275961879495959
0.07079458	4.2309280029153
0.0668344	4.196546429667501
0.06309573	4.1685386367837465
0.05956621	4.143448311439644
0.05623413	4.11986390202944
0.05308845	4.0971022193472075
0.05011873	4.074549096098269
0.04731512	4.05174326281179
0.04466836	4.028310800111729
0.04216965	4.0039583378986805
0.03981072	3.978425966528458
0.03548133	3.923218248457783
0.03162277	3.861604295381207
